Year,Serie,RefArea,Value
,,"ES13	3,30	_L_ES_171301_09	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Índice de precios de consumo, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	3,33	SP_DYN_ADKL	2020	Y15T19	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	3,38	SH_STA_TRAF	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	3,39	SH_STA_SCIDE	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	3,40	_L_ES_171301_09	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Índice de precios de consumo, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	3,41	SH_DYN_MORT	2022	Y0T4	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_LIVE_BIRTHS	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores demográficos básicos, INE				27/01/2025",
,,"ES13	3,42	_L_ES_080502_07	2022	Y16T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística del empleo de las personas con discapacidad,INE				27/01/2025",
,,"ES13	3,42	_L_ES_150201_02	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre gestión forestal sostenible, Ministerio para la Transición Ecológica y el Reto Demográfico.Inventario forestal nacional, Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	3,45	_L_ES_170301_1B	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	EUR_1000000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación				27/01/2025",
,,"ES13	3,50	_L_ES_040A01_0C	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	NUMBER	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre la sociedad de la información y la comunicación en los centros educativos no universitarios, Ministerio de Educación y Formación Profesional				27/01/2025",
,,"ES13	3,50	_L_ES_040A01_0C	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	NUMBER	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre la sociedad de la información y la comunicación en los centros educativos no universitarios, Ministerio de Educación y Formación Profesional				27/01/2025",
,,"ES13	3,51	_L_ES_080502_07	2019	Y16T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística del empleo de las personas con discapacidad,INE				27/01/2025",
,,"ES13	3,55	SH_DYN_MORT	2012	Y0T4	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_LIVE_BIRTHS	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores demográficos básicos, INE				27/01/2025",
,,"ES13	3,56	SH_STA_TRAF	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	3,58	SH_STA_TRAF	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	3,65	_L_ES_080901_06	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	3,68	_L_ES_010202_02	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	3,71	_L_ES_160104_02	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	3,73	_L_ES_030801_01	2016	Y_GE16	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	3,74	_L_ES_100101_01	2020	_T	_T	A	_L	REGIONS	_T	B40	_T	_T	_T	_T	_T	_L_MI_NUTS2	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	3,78	SH_STA_TRAF	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	3,79	_L_ES_150201_02	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre gestión forestal sostenible, Ministerio para la Transición Ecológica y el Reto Demográfico.Inventario forestal nacional, Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	3,80	_L_ES_171301_09	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Índice de precios de consumo, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	3,80	SL_EMP_PCAP	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad regional de España, INE				27/01/2025",
,,"ES13	3,89	_L_ES_100101_04	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_MI_NUTS2	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	3,89	SH_DYN_MORT	2015	Y0T4	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_LIVE_BIRTHS	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores demográficos básicos, INE				27/01/2025",
,,"ES13	3,90	_L_ES_010202_02	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	3,96	SH_DYN_NMRT	2021	M0	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_LIVE_BIRTHS	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	3,96	SH_STA_TRAF	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	3,96	SH_STA_TRAF	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	3,97	_L_ES_100101_04	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_MI_NUTS2	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	30,03	_L_ES_010A02_02	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad nacional. Clasificación funcional del gasto de las administraciones públicas, Ministerio de Hacienda				27/01/2025",
,,"ES13	30,07	_L_ES_160602_1D	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_04	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	30,08	_L_ES_020202_01	2012	Y2T17	_T	A5	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta nacional de salud, Ministerio de Sanidad, Consumo y Bienestar Social				27/01/2025",
,,"ES13	30,13	NV_IND_TECH	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística estructural de empresas: sector industrial, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	30,27	IT_NET_BBNDN	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_T	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	30,29	NV_IND_TECH	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística estructural de empresas: sector industrial, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	30,63	_L_ES_050502_02	2016	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	30,67	_L_ES_130202_03	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de gases de efecto invernadero (GEI), Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	30,68	_L_ES_110601_03	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Memoria anual de generación y gestión de residuos. Residuos de competencia municipal, Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	30,70	_L_ES_030401_03	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	NCD_DIABTS	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	30,81	_L_ES_080502_01	2015	Y16T64	_T	A	_L	REGIONS	_T	_T	_T	_T	PD	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística del empleo de las personas con discapacidad,INE				27/01/2025",
,,"ES13	303,90	_L_ES_030401_04	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	NCD_CNCR	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	31,10	_L_ES_030501_02	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	SUD_ALCOHOL	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores de Consumo de Sustancias Psicoactivas del Observatorio Español de las Drogas y las Adicciones: Admisiones a Tratamiento, Ministerio de Sanidad.				27/01/2025",
,,"ES13	31,25	_L_ES_160602_1F	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_06	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	31,30	_L_ES_020401_2B	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACTIVITY_01	_T	0	KG	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de contaminantes atmosféricos, Ministerio para la Transición Ecológica y el Reto Demográfico. Encuesta sobre superficies y rendimientos de cultivos, Ministerio de Agricultura, Pesca y Alimentación				27/01/2025",
,,"ES13	31,31	_L_ES_020401_2B	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACTIVITY_01	_T	0	KG	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de contaminantes atmosféricos, Ministerio para la Transición Ecológica y el Reto Demográfico. Encuesta sobre superficies y rendimientos de cultivos, Ministerio de Agricultura, Pesca y Alimentación				27/01/2025",
,,"ES13	31,38	_L_ES_050502_02	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	31,38	_L_ES_050502_02	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	31,64	_L_ES_050502_02	2015	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	32,07	_L_ES_170601_04	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_FTTH	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	32,16	_L_ES_030501_02	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	SUD_ALCOHOL	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores de Consumo de Sustancias Psicoactivas del Observatorio Español de las Drogas y las Adicciones: Admisiones a Tratamiento, Ministerio de Sanidad.				27/01/2025",
,,"ES13	32,25	IT_NET_BBNDN	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_T	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	32,29	IC_GEN_MGTL	2020	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	32,29	IC_GEN_MGTL	2021	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	32,29	IC_GEN_MGTL	2021	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	32,29	IC_GEN_MGTL	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	32,29	IC_GEN_MGTL	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	32,35	_L_ES_050501_05	2011	_T	F	A	_L	REGIONS	_T	_T	_T	ISCO88_1	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Mujeres en cifras, Ministerio de Igualdad				27/01/2025",
,,"ES13	32,35	_L_ES_050501_05	2013	_T	F	A	_L	REGIONS	_T	_T	_T	ISCO88_1	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Mujeres en cifras, Ministerio de Igualdad				27/01/2025",
,,"ES13	32,35	_L_ES_160602_1C	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_03	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	32,35	_L_ES_160602_1C	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_03	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	32,35	_L_ES_160602_1I	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_09	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	32,49	_L_ES_050501_05	2014	_T	F	A	_L	REGIONS	_T	_T	_T	ISCO88_1	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Mujeres en cifras, Ministerio de Igualdad				27/01/2025",
,,"ES13	32,58	_L_ES_200201_01	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre recogida y tratamiento de residuos, INE				27/01/2025",
,,"ES13	32,86	_L_ES_030501_02	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	SUD_ALCOHOL	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores de Consumo de Sustancias Psicoactivas del Observatorio Español de las Drogas y las Adicciones: Admisiones a Tratamiento, Ministerio de Sanidad.				27/01/2025",
,,"ES13	33,12	_L_ES_050502_02	2023	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	33,12	_L_ES_050502_02	2023	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	33,28	IT_NET_BBNDN	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_T	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	33,33	_L_ES_160602_1C	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_03	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	33,53	IC_GEN_MGTL	2017	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	33,65	_L_ES_090401_05	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de gases de efecto invernadero (GEI), Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	33,88	_L_ES_050501_05	2015	_T	F	A	_L	REGIONS	_T	_T	_T	ISCO88_1	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Mujeres en cifras, Ministerio de Igualdad				27/01/2025",
,,"ES13	34,08	_L_ES_200201_01	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre recogida y tratamiento de residuos, INE				27/01/2025",
,,"ES13	34,11	_L_ES_030501_1B	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SUD_ILLEGAL_DRUGS	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Indicadores de Consumo de Sustancias Psicoactivas del Observatorio Español de las Drogas y las Adicciones: Admisiones a Tratamiento, Ministerio de Sanidad.				27/01/2025",
,,"ES13	34,31	SP_PSR_SATIS	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	34,31	SP_PSR_SATIS	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	34,32	_L_ES_160602_1H	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_08	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	34,38	_L_ES_160602_1I	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_09	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	34,79	_L_ES_200201_01	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre recogida y tratamiento de residuos, INE				27/01/2025",
,,"ES13	34,99	_L_ES_200201_01	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre recogida y tratamiento de residuos, INE				27/01/2025",
,,"ES13	3412,88	NV_IND_MANFPC	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	ISIC4_C	_T	_T	_T	0	EUR	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad regional de España, INE				27/01/2025",
,,"ES13	3454,85	NV_IND_MANFPC	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	ISIC4_C	_T	_T	_T	0	EUR	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad regional de España, INE				27/01/2025",
,,"ES13	35,02	_L_ES13_010A02_03	2010	_T	_T	A	N	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Análisis Economico-Financiero de las Administraciones Públicas.ICANE				27/01/2025",
,,"ES13	35,17	_L_ES_200201_01	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística sobre recogida y tratamiento de residuos, INE				27/01/2025",
,,"ES13	35,29	_L_ES_160602_1F	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_06	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	35,29	_L_ES_160602_1F	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_06	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	35,46	_L_ES_010A02_02	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad nacional. Clasificación funcional del gasto de las administraciones públicas, Ministerio de Hacienda				27/01/2025",
,,"ES13	35,62	IT_NET_BBNDN	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_T	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	35,65	_L_ES_010A02_02	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad nacional. Clasificación funcional del gasto de las administraciones públicas, Ministerio de Hacienda				27/01/2025",
,,"ES13	35,90	_L_ES_160602_1I	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_SERVICE_09	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Opinión pública y política fiscal, Centro de Investigaciones Sociológicas				27/01/2025",
,,"ES13	35,93	_L_ES_020401_2B	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACTIVITY_01	_T	0	KG	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de contaminantes atmosféricos, Ministerio para la Transición Ecológica y el Reto Demográfico. Encuesta sobre superficies y rendimientos de cultivos, Ministerio de Agricultura, Pesca y Alimentación				27/01/2025",
,,"ES13	3597,93	NV_IND_MANFPC	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	ISIC4_C	_T	_T	_T	0	EUR	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad regional de España, INE				27/01/2025",
,,"ES13	36,09	SM_POP_REFG_OR	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de población extranjera solicitante de protección internacional, refugiados, beneficiarios de protección subsidiaria, desplazados y apátridas, Ministerio del Interior.Estadística continua				27/01/2025",
,,"ES13	36,15	_L_ES_080901_4B	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de turismo de residentes, Instituto Nacional de Estadística (INE).Encuesta de gasto turístico, Instituto Nacional de Estadística (INE)				27/01/2025",
